28
/home/rmesqui/Desktop/Triangulation/SuperSoaker/CFT/D700/Upleg1-1/NIK_141709
pixX		pixY		GX		GY		GZ		Lat(Sph)	Lat(Geo)	Long		Height		dist(m)
975.118644	920.521792	-2264.574979	-1432.313321	5877.608788	1.145598	1.143058	-2.577628	99.265216	59.887430
949.924011	862.413045	-2268.901470	-1433.088156	5882.342358	1.145330	1.142789	-2.578246	105.256992	16.013632
972.923328	914.262384	-2264.901776	-1432.599540	5877.919681	1.145558	1.143018	-2.577603	99.725483	3.501019
963.037657	889.850827	-2266.754795	-1432.705672	5880.075241	1.145468	1.142928	-2.577939	102.358646	7.940504
962.230663	885.815859	-2266.918257	-1432.852182	5880.363824	1.145456	1.142916	-2.577925	102.710835	11.660823
962.230663	882.991382	-2267.007092	-1432.906559	5880.616247	1.145458	1.142917	-2.577926	102.983741	8.527263
957.792198	875.728439	-2267.441459	-1433.363695	5880.991126	1.145396	1.142855	-2.577868	103.577537	8.804870
960.616676	879.359911	-2267.200734	-1433.110479	5880.791819	1.145431	1.142890	-2.577900	103.256179	26.721999
953.958979	872.500465	-2267.822533	-1433.581500	5881.038406	1.145337	1.142797	-2.577875	103.801591	35.904811
973.278589	911.726606	-2265.004313	-1432.572477	5878.163931	1.145563	1.143024	-2.577632	99.977761	16.674602
973.368821	909.019640	-2265.074415	-1432.621995	5878.421058	1.145568	1.143028	-2.577630	100.247349	2.893340
972.917660	906.041978	-2265.237149	-1432.651807	5878.652467	1.145561	1.143021	-2.577653	100.521464	27.328509
970.842319	900.086652	-2265.521693	-1432.901170	5879.065359	1.145535	1.142995	-2.577631	101.051790	12.590359
972.376267	903.335011	-2265.339395	-1432.744524	5878.869005	1.145556	1.143016	-2.577644	100.774813	14.892724
969.037675	899.003866	-2265.752916	-1432.844467	5879.189363	1.145520	1.142980	-2.577695	101.232873	3.580343
966.691638	898.372240	-2266.006088	-1432.844735	5879.159229	1.145488	1.142948	-2.577746	101.293776	37.770268
962.180028	897.108989	-2266.437974	-1432.837389	5879.264555	1.145444	1.142904	-2.577834	101.538735	2.010902
961.819099	895.123881	-2266.606497	-1432.761231	5879.484596	1.145444	1.142903	-2.577892	101.781157	11.878201
962.450725	892.597379	-2266.707313	-1432.683510	5879.789432	1.145457	1.142917	-2.577936	102.076857	18.169167
962.811653	891.243896	-2266.714824	-1432.683556	5879.977348	1.145468	1.142928	-2.577938	102.250658	13.548986
962.721421	888.085769	-2266.821242	-1432.755487	5880.235740	1.145467	1.142927	-2.577936	102.539004	7.209693
951.081467	871.483044	-2268.119196	-1433.627732	5881.000479	1.145296	1.142756	-2.577920	103.880758	75.665739
948.374501	870.310025	-2268.407640	-1433.577268	5881.184722	1.145278	1.142737	-2.577993	104.138096	19.439315
947.652643	868.505381	-2268.604484	-1433.466283	5881.456198	1.145280	1.142739	-2.578067	104.429580	0.442679
948.194036	867.061666	-2268.682081	-1433.364185	5881.673426	1.145293	1.142752	-2.578115	104.632001	3.873788
948.554965	865.888647	-2268.767928	-1433.259356	5881.856093	1.145302	1.142761	-2.578165	104.805225	12.280692
949.457287	864.535164	-2268.837291	-1433.108800	5882.104511	1.145321	1.142780	-2.578226	105.022506	15.861911
964.345601	898.372240	-2266.191318	-1432.838360	5879.181470	1.145468	1.142928	-2.577785	101.377234	4.348229
